id,product_name,product_price,quantity,product_photo
819,Dairy Day Hazelnut Triple bar- Ice Cream Stick,70.00,70 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/a016533c-f42a-4090-8f28-947bccbc88a4.jpg"
820,Baskin Robbins Mini Ice cream Sticks Pack - Mississippi Mud | Almond N\ Caramel,310.00,4 x 50 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/dbb08523-da1d-4476-ab44-c5eddbe16204.jpg"
764,Kwality Walls The Dairy Factory Butterscotch Ice Cream Tub,135.00,700 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/e90cdaec-14ce-4595-bef7-1b48908f9f59.jpeg"
765,Amul Chocochip Ice Cream Tub,230.00,1 L,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/db6decb4-3e30-4611-b9d7-c902e2a50ee2.jpeg"
766,Amul Gold Butterscotch Ice Cream Tub,260.00,1 L,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/45224eee-6755-4b5a-9398-570c420ae007.jpeg"
767,Cream Bell Caramel Butterscotch Ice Cream Tub,200.00,750 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-900-900,pr-true,f-auto,q-80/cms/product_variant/96445d64-f9f0-449a-97f7-28e41042f11f.jpeg"
768,Kwality Walls The Dairy Factory Vanilla Ice Cream Tub,113.00,700 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/fdde0633-c33b-4489-9d7c-7ac99d615104.jpeg"
769,Kwality Walls The Dairy Factory Chocochips Ice Cream Tub,165.00,700 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/324d7a81-1b42-4137-9414-f8c72b7930c4.jpeg"
770,Hocco Choco Brownie Ice Cream Tub,223.00,750 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/f5fa5697-83f0-46e1-aa2a-ba9ca6bd36fb.jpg"
771,Cream Pot Vanilla Tub,167.00,1 L,"https://cdn.zeptonow.com/production/tr:w-640,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/aa2e4582-d5f4-47aa-b0ae-deddb3b68cd1.jpeg"
772,Amul Gold Vanilla Ice Cream Tub,230.00,1 L,"https://cdn.zeptonow.com/production/tr:w-640,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/63750a25-102c-4d0e-963e-34de749ea039.jpeg"
773,Cream Pot Butterscotch Tub,193.00,1 L,"https://cdn.zeptonow.com/production/tr:w-640,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/c27a06d2-5887-4fb5-a313-d4f5fcd9c947.jpeg"
774,Kwality Walls The Dairy Factory Alphonso Mango Ice Cream Tub,135.00,700 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/29433b71-5aec-4a44-a025-98697b093690.jpeg"
775,Amul Gold Cookies & Cream Ice Cream Tub,260.00,1 L,"https://cdn.zeptonow.com/production/tr:w-640,ar-500-500,pr-true,f-auto,q-80/cms/product_variant/70038c39-593a-4b32-94be-385a46cae976.jpg"
776,Cream Pot Mango Tub,193.00,1 L,"https://cdn.zeptonow.com/production/tr:w-640,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/a987dfdf-743c-4f6a-a1da-fc6c9a4db12d.jpeg"
777,Amul Rajbhog Ice Cream Tub,300.00,1 L,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/367a9814-5fec-4319-8771-3379fd5e557a.jpeg"
778,Hocco Blueberry Cheesecake Ice Cream Tub,242.00,750 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/eb08fb44-87eb-4953-a729-7e1eb6a03a41.jpg"
779,Cream Pot Black Currant Tub,227.00,1 L,"https://cdn.zeptonow.com/production/tr:w-640,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/1e7a5c55-72ff-41e6-91c2-2a9e10e89658.jpeg"
780,Cream Pot Strawberry Tub,168.00,1 L,"https://cdn.zeptonow.com/production/tr:w-640,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/7d76fd4e-69ed-4b8e-b8e8-2f329451fad0.jpeg"
781,Kwality Wall\'s Oreo And Cream Tub,260.00,700 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/bd0759d7-de67-4de2-b6cb-c4157ec49045.jpeg"
782,Cream Pot Chocolate Tub,193.00,1 L,"https://cdn.zeptonow.com/production/tr:w-640,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/6ac4fa13-534f-4a9d-b089-3e446d085a08.jpeg"
783,NIC Chocochips Ice Cream Tub,319.00,500 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/40628975-e910-4d28-9d72-3dc1587fb4f6.jpeg"
784,Dairy Day Black Currant Ice Cream Tub,153.00,500 g,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/dd50a772-e9cd-4fe6-abc3-1da3d9a1d387.jpg"
785,Dairy Day Tutti Frutti Ice Cream Tub,135.00,500 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/8920bdc5-0b87-4ded-8d74-623a2b002cf3.jpg"
786,Dairy Day Vanilla Ice Cream Tub,122.00,500 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/d5930adc-8ee3-4e9b-a28d-8897d4bfa386.jpeg"
787,Amul Gold King Alphonso Ice Cream Tub,260.00,1 L,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/cee10af9-ab17-440d-81b7-04a4c0f42c7d.jpeg"
788,Dairy Day Pistachio Premium Ice Cream Tub,180.00,500 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/79413987-941a-480b-b333-c3ad451fc2c8.jpg"
789,Amul Gold Caramel Chocolate Ice Cream Tub,260.00,1 L,"https://cdn.zeptonow.com/production/tr:w-640,ar-1021-1021,pr-true,f-auto,q-80/cms/product_variant/a610e181-1efd-4fee-8df8-ca33ca78d49e.jpeg"
790,Dairy Day Crunchy Butter Scotch Premium Ice Cream Tub,144.00,500 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/42158f9b-e2e1-44ac-8cfb-48cf902f2481.jpg"
791,Kwality Wall\'s Choco Brownie Fudge Tub,260.00,700 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/1e600cd5-6475-48d1-b5e7-bfa89cfbbb7c.jpeg"
792,Kwality Wall\'s Cadbury Crackle Tub,300.00,700 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/15963791-97db-4bc3-9539-f9f895931da8.jpeg"
793,NIC Tender Coconut Ice Cream Tub,319.00,500 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/03f7cd51-06ff-4ae2-af20-148f5c2d44bf.jpeg"
794,Amul Ice Lounge Belgian Chocolate Ice Cream Tub,400.00,500 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-4167-4167,pr-true,f-auto,q-80/cms/product_variant/6da99ed3-cfaa-499a-8b42-80df1b3f0677.jpeg"
795,Kwality Wall\'s Hazelnut Chocolate Ice Cream Tub,267.00,500 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/2675d688-b5e0-4afe-a7e8-a3a5403798ac.jpeg"
796,Dairy Day New Triple Bar Ice Cream Stick,40.00,70 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/11bd5dd5-4e71-4bf5-ae29-7393e9cc18b6.jpeg"
797,Amul Gold Epic Almond Ice Cream Stick,100.00,80 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-900-900,pr-true,f-auto,q-80/cms/product_variant/1335a904-40a7-4b3c-8e45-13f9c9cb2393.jpg"
798,Amul Gold Frostik Ice Cream Stick,45.00,70 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-3000-3000,pr-true,f-auto,q-80/cms/product_variant/1fd2e505-2436-42bd-a7ab-c3479c0d3c2b.jpg"
799,Kwality Walls Magnum Pistachio Ice Cream Stick,90.00,61 g,"https://cdn.zeptonow.com/production/tr:w-640,ar-5000-5000,pr-true,f-auto,q-80/cms/product_variant/e5ccde46-66d9-46a4-b371-cb541b1b1e2c.jpeg"
800,Havmor Zulubar Ice Cream Candy Stick,50.00,80 ml,"https://cdn.zeptonow.com/production/tr:w-640,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/c73e532b-d3bd-482f-b4d9-699024fadad2.jpg"
2,The Belgian Crisps Double Choco Waffle Wafers | Artificial Colour-free,109.00,1 pack (85 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/2b2979c2-fc40-4905-a056-2aff45b9dc39.jpeg"
3,Fabelle The Bars Trilogy,1191.00,1 pack (386 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-500-500,pr-true,f-auto,q-80/cms/product_variant/73170dbd-2cf9-42b5-8c2d-6d3b50e7691d.jpeg"
4,The Belgian Waffle Co Classic Chocolate Wafers | Preservative-free,106.00,1 pack (85 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/02631080-67a2-48b6-8133-e88f1a04d9cd.jpeg"
5,Amul Dark Chocolate Bar,200.00,1 pc (150 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-80/cms/product_variant/b1c1dd9e-9d9d-41ec-a793-699656f475fd.jpeg"
6,Nova Nova Assorted Nutty Chocolate Truffles Gift Box,354.00,1 pack (117 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/f3bfd383-800f-4a61-a31c-ff57f1c120a2.jpg"
7,Hershey's Kisses Moments Chocolate Gift pack,431.00,1 pack (166.5 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/fde20299-1bad-453f-b4e3-7d1b75818b7f.jpeg"
8,Amul India Twilight Tryst 55% Dark Chocolate Bar,190.00,1 pack (125 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-80/cms/product_variant/84a41a57-c98a-41d1-a451-87411a2f607b.jpg"
9,Toblerone Black Chocolate,1032.00,1 pc (360 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/a69eb81a-49ab-4982-94af-4721cff9302b.jpeg"
10,The Whole Truth 71% Dark Chocolate,318.00,1 pack (80 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-80/cms/product_variant/b162fa87-9cbf-43b1-807d-56b7102a34cb.jpeg"
11,Nova Nova Chocolate Almond Brittle Gift Box,443.00,1 pack (135 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2500-2500,pr-true,f-auto,q-80/cms/product_variant/a951e567-16e1-4cab-bbc9-cccda6c6dc6b.jpg"
12,Nova Nova Chocolate Almond Florentine Gift Box,443.00,1 pack (135 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/21593ea4-365a-44e0-93b2-e6dfa8beb2f7.jpg"
13,The Whole Truth Orange Dark Chocolate,325.00,1 pack (80 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-80/cms/product_variant/a85ca0dc-0e0e-4d21-93cd-5b085c9e3318.jpeg"
14,Cadbury Studio Assorted Flavours Signature Pralines Chocolate Gift Pack,1000.00,1 pack (18 x 13 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1100-1100,pr-true,f-auto,q-80/cms/product_variant/8c14e5a8-4e45-4abb-be26-3ddbfc9977d6.jpeg"
15,The Whole Truth 55% Dark Chocolate,325.00,1 pc (80 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-80/cms/product_variant/f92da22b-4fcd-4d11-9bec-66e03e5275e1.jpeg"
16,The Whole Truth Sea Salt Dark Chocolate,325.00,1 pc (80 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-80/cms/product_variant/1c9624aa-e7e2-44aa-815e-efd8ed8af982.jpeg"
17,Snickers Minis Chocolate Pack Loaded with Peanuts Nougat & Caramel,167.00,1 pack (12 x 11.5 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/3f83d611-8337-47a5-b087-767548e8cf20.png"
18,Luvit Dark Compound Chocolate,311.00,1 pack (500 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/36fc3c38-757f-4b7a-9035-e0142534944e.jpg"
19,Cadbury Dairy Milk Chocolate Bar,112.00,1 pc (112 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1100-1100,pr-true,f-auto,q-80/cms/product_variant/d63f18c4-ec28-4a68-a974-91a897098a31.jpeg"
20,Darkins 70% Dark Chocolate - Cranberry & Chilli,250.00,1 pc (50 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/bbb38e7d-e4ed-4e5b-9525-786642bf07ec.jpeg"
21,Cadbury Dairy Milk Roast Almond Chocolate Bar,55.00,1 pc (36 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1100-1100,pr-true,f-auto,q-80/cms/product_variant/14090363-4588-4172-bd74-c936a238ea04.jpeg"
22,Cadbury Dairy Milk Fruit & Nut Chocolate Bar,53.00,1 pc (36 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1100-1100,pr-true,f-auto,q-80/cms/product_variant/0e429b2e-4e61-4a3f-ab82-4cfce54877a3.jpeg"
23,Lo Foods Dark Chocolate Bar Hazelnut Premium Sugar Free Chocolate Rich Healthy Chocolates,178.00,1 pc (40 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-80/cms/product_variant/a619be8f-464c-41c1-8182-ea943b6e9b52.jpeg"
24,Darkins 70% Dark Chocolate - Blueberry,250.00,1 pc (50 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-80/cms/product_variant/b3edbc57-f133-4a84-8c7a-15315d5cc973.jpeg"
25,Darkins 63% Dark Chocolate - Orange,250.00,1 pack (50 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/3817d9f6-2881-4f4d-bd8c-6fc1567f46d0.jpeg"
26,Cadbury Temptations Rum & Raisins Premium Chocolate Bar,121.00,1 pack (70 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1100-1100,pr-true,f-auto,q-80/cms/product_variant/81027564-8a1e-409e-980d-dccd0a6962c8.jpeg"
27,Cadbury Bournville Rich Cocoa 70% Dark Chocolate Bar,125.00,1 pc (75 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1100-1100,pr-true,f-auto,q-80/cms/product_variant/bfb2e94e-2d3f-41c7-8463-2b9a9ceb7afe.jpeg"
28,Cadbury Dairy Milk Crackle Chocolate Bar,54.00,1 pc (36 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1100-1100,pr-true,f-auto,q-80/cms/product_variant/68622ce1-9ce8-49df-b45f-f2b9f9f07292.jpeg"
29,Cadbury Nutties Chocolate Pack,49.00,1 pc (30 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1600-1600,pr-true,f-auto,q-80/cms/product_variant/60b049f5-293d-4f04-aedb-a9c69463ff4a.jpeg"
30,Amul Chocominis Chocolate,140.00,1 pack (250 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/243fc502-4954-4e20-8f1b-ff848de90911.jpg"
31,Nova Nova Chocolate Fudge Gift Box,266.00,1 pack (100 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2500-2500,pr-true,f-auto,q-80/cms/product_variant/be84d752-a00f-44f2-8840-57286749b02a.jpg"
32,Cadbury Dairy Milk Minis Home Treats Chocolate,161.00,1 pack (20 x 7 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1100-1100,pr-true,f-auto,q-80/cms/product_variant/d6b5d369-a3f0-4a47-8d5b-d8b8fe4b563b.jpeg"
33,Cadbury Bournville Fruit & Nut 50% Dark Chocolate Bar,122.00,1 pc (75 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1100-1100,pr-true,f-auto,q-80/cms/product_variant/c0c02818-8b7a-486e-b834-22e6783d4d60.jpeg"
34,Lindt Lindor Smooth Melting Assorted Chocolates Cornet,1148.00,1 pack (200 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/c61318fa-e989-43dc-894e-facbf9d4fe4a.jpeg"
35,Lindt Exotic Milk Cornet Chocolate,1143.00,1 pack (200 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/10437c77-c948-4e35-b88e-d5579d8b2025.jpeg"
36,Fabelle Gianduja Trilogy- Assorted Luxury Handcrafted Chocolate Box,1513.00,1 pack (144 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-540-540,pr-true,f-auto,q-80/cms/product_variant/41ff3c64-3b1b-4604-ba8d-d5c93c29f3d3.jpeg"
37,Fabelle Elements Pralines - 5 Handcrafted Dark Chocolates,671.00,1 pack (5 pcs),"https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/3055ab45-671d-406a-8d82-1a4d5d0f2648.jpeg"
38,Ferrero Rocher Gift Pack,863.00,1 pack (24 pcs),"https://cdn.zeptonow.com/production/tr:w-403,ar-1280-1280,pr-true,f-auto,q-80/cms/product_variant/9828a60d-69c6-48a4-8220-7fc653fa3721.jpeg"
39,Ferrero Rocher Gift Pack,527.00,1 pack (200 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1280-1280,pr-true,f-auto,q-80/cms/product_variant/953a42ab-5ac8-4633-a367-3bc7a6b71062.jpeg"
40,Lindt Lindor Gift Box Milk,479.00,1 pack (8 x 12.5 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-80/cms/product_variant/41a98a12-ce77-4fd8-a04b-5196fb7ab2f7.jpeg"
41,"Open Secret Celebration Chocolate Gift Box | Pack of 12 Cookies| Healthy Snacks, No Maida",286.00,1 pack (12 x 12.5 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-80/cms/product_variant/e4142926-aef8-4341-8a8c-e95a730ba7e9.jpg"
42,Choki Choki Choco Milk Stick Pouch,111.00,1 pack (50 pcs),"https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/c073487e-e6cc-4ba7-a973-4e5797246341.jpeg"
43,Toblerone Swiss Milk Chocolate,369.00,1 pack (100 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/4f17d602-6663-4b9c-bbe4-b63c1ee9c51a.jpeg"
44,Chokola 54% Sugar Free Dark Chocolate,608.00,1 pc (80 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/ea1ef397-1012-433e-b4f9-9af8d30691f6.jpg"
45,Toblerone Swiss Dark Chocolate With Honey & Almond Nougat,397.00,1 pc (100 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-80/cms/product_variant/677dd8b7-3e72-4557-b97c-f8a74ba9e245.jpg"
46,Kinder Bueno,121.00,1 pack (43 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/3d07e1b2-a427-4b16-9191-b881890fb4c9.jpg"
47,Kinder Bueno,336.00,1 pack (3 x 43 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/fb96a3de-5e38-4bf3-aea9-82ac7821dc39.jpeg"
48,Maltesers Chocolate,167.00,1 pack (37 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-550-550,pr-true,f-auto,q-80/inventory/product/c7bcc9c5-6a07-4d7d-9ae0-32f9a5878ef1-Photo.jpeg"
49,Chokola 75% Signature Noir Dark Chocolate,423.00,1 pc (80 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/fdfd3f2b-bb7c-48cf-842a-40e264466d2f.jpg"
50,Godiva 90% Cocoa Dark Chocolate,591.00,1 pc (90 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-80/cms/product_variant/8a7a0242-ecd8-411c-94d0-bb1a4358bf3a.jpg"
51,Twix Minis Cookie Caramel Chocolate Pack,167.00,1 pack (5 x 20 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/ba9b0bd0-9205-43dd-ae04-132cef814312.jpeg"
52,Twix Cookie Caramel Chocolate Bar,61.00,1 pc (50 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/42d13f33-79b9-4eb0-891a-011cd1357a22.jpeg"
53,Lindt Excellence Orange Intense Dark Chocolate,583.00,1 pack (100 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/596078cf-1fdc-4298-8b92-741a3008cb50.jpg"
54,Godiva Signature 72% Cacao Dark Chocolate,561.00,1 pc (90 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/5bc1cf95-d082-482a-9d0e-86496a2f7537.jpg"
55,M&M Peanut Single,131.00,1 pc (45 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/0be90ce9-c58f-4e5b-9b70-103c45fc775b.jpg"
56,Hershey's Exotic Dark - Gift Pack,152.00,1 pack (87 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-80/cms/product_variant/9b3db498-2d78-4da7-8d7e-ff6a68421d91.jpeg"
57,Godiva Signature Sea Salt Dark Chocolate,500.00,1 pc (90 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/ad59171f-f9d7-46af-a322-66d5bf661b55.jpeg"
58,Chokola 45% Raspberry Chocolate Minis,446.00,1 pc (100 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-80/cms/product_variant/b51c1d67-10cd-4fd5-8b8a-d2bb71b51b66.jpeg"
59,Godiva Salted Caramel Belgian Milk Chocolate,569.00,1 pc (90 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/045f28a4-d655-45d2-be6e-1b2e69ef6d0f.jpeg"
60,Cadbury Celebrations Premium Selections Assorted Chocolate Gift Pack,431.00,1 pack (296 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1100-1100,pr-true,f-auto,q-80/cms/product_variant/3b609b02-64a6-4bf5-b5d4-7eac65f535db.jpeg"
61,Wedel Dark Chocolate With Espresso Filling Bar,368.00,1 pc (100 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-80/cms/product_variant/e6daf670-41fa-4014-8304-28dbee68e290.jpg"
62,Cadbury Bournville Dark Chocolate Assorted Collection Gift Pack,420.00,1 pack (228 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1100-1100,pr-true,f-auto,q-80/cms/product_variant/8795ee3c-eca7-4cf0-95e5-56fc7698f43e.jpeg"
63,Godiva Dark Chocolate Blood Orange Tablet Bar,501.00,1 pc (90 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-80/cms/product_variant/ee7ebab4-c8ac-4d40-a589-eab9577297b1.jpeg"
64,Godiva Milk Chocolate Rich & Creamy,571.00,1 pc (90 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-80/cms/product_variant/37936f8b-5b88-4fab-8bf2-fbdb6dbff6e3.jpeg"
65,Mr Beast Feastables Peanut Butter Chocolate,438.00,1 pc (60 g),"https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-80/cms/product_variant/2d82137a-eb3d-4fa6-ba9c-e42adf2a8a4a.jpeg"